WN18RR, _hypernym_WN18_generic_PPO_simple_embedding_100
([('02851099', '¬_derivationally_related_form', '01130169'), ('01130169', '_derivationally_related_form', '04192858'), ('04192858', '_hypernym', '04014297')], '04014297')
([('09345932', '_has_part', '09456614'), ('09456614', '_hypernym', '09225146'), ('09225146', '¬_hypernym', '09328904')], '09225146')
([('00703310', '_derivationally_related_form', '05966129'), ('05966129', '_derivationally_related_form', '00702773'), ('00702773', '¬_derivationally_related_form', '11444816')], '00702773')
([('07186661', '_derivationally_related_form', '02384686'), ('02384686', '¬_verb_group', '01469770'), ('01469770', '¬_derivationally_related_form', '07186148')], '07186148')
([('15211806', '¬_has_part', '15174218'), ('15174218', '_has_part', '15210486'), ('15210486', '_hypernym', '15209706')], '15209706')
([('09064594', '¬_has_part', '09060768'), ('09060768', '_has_part', '09066534'), ('09066534', '_instance_hypernym', '08524735')], '08524735')
([('12781241', '¬_member_meronym', '12779233'), ('12779233', '_member_meronym', '12780852'), ('12780852', '_hypernym', '11567411')], '11567411')
([('00044797', '¬_verb_group', '00046534'), ('00046534', '¬_derivationally_related_form', '10033082'), ('10033082', '¬_derivationally_related_form', '00047945')], '00046534')
([('01518170', '_member_meronym', '01809977'), ('01809977', '_hypernym', '01342529'), ('01342529', '¬_hypernym', '01716732')], '01342529')
([('12555720', '¬_member_meronym', '12501745'), ('12501745', '_member_meronym', '12555069'), ('12555069', '_hypernym', '11585340')], '11585340')
([('08454003', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '01001857'), ('01001857', '_derivationally_related_form', '06507041')], '08441203')
([('14624369', '¬_hypernym', '14639921'), ('14639921', '_hypernym', '14622893'), ('14622893', '¬_hypernym', '14629149')], '14622893')
([('10951459', '¬_member_meronym', '08157809'), ('08157809', '_member_meronym', '10995850'), ('10995850', '_instance_hypernym', '10233445')], '10233445')
([('02197048', '¬_member_meronym', '02196542'), ('02196542', '_member_meronym', '02198021'), ('02198021', '_hypernym', '01762525')], '01762525')
([('02203008', '¬_member_meronym', '02199712'), ('02199712', '_member_meronym', '02202509'), ('02202509', '_hypernym', '01759182')], '01759182')
([('04060647', '_has_part', '02715229'), ('02715229', '¬_has_part', '04472726'), ('04472726', '_hypernym', '04176528')], '04176528')
([('08919475', '¬_has_part', '08913434'), ('08913434', '_has_part', '08914413'), ('08914413', '_instance_hypernym', '08524735')], '08524735')
([('13197800', '¬_member_meronym', '13192025'), ('13192025', '_member_meronym', '13195151'), ('13195151', '_hypernym', '13167078')], '13167078')
([('08582613', 'NO_OP', '08582613'), ('08582613', '¬_has_part', '08588916'), ('08588916', '_hypernym', '08630039')], '08630039')
([('01985493', '¬_member_meronym', '01985331'), ('01985331', '¬_member_meronym', '01984958'), ('01984958', '_member_meronym', '01985128')], '01985128')
([('07183660', '_derivationally_related_form', '00774932'), ('00774932', '_hypernym', '00775156'), ('00775156', '_derivationally_related_form', '07183151')], '07183151')
([('02056091', '¬_member_meronym', '02055431'), ('02055431', '_member_meronym', '02056421'), ('02056421', '_hypernym', '01507175')], '01507175')
([('12952022', '¬_member_meronym', '12951465'), ('12951465', '_member_meronym', '12951668'), ('12951668', '_hypernym', '13167078')], '13167078')
([('00004605', '¬_derivationally_related_form', '01253060'), ('01253060', '¬_derivationally_related_form', '00105333'), ('00105333', '¬_hypernym', '00519056')], '00105333')
([('02498987', 'NO_OP', '02498987'), ('02498987', '_derivationally_related_form', '13301328'), ('13301328', '¬_derivationally_related_form', '02498716')], '02498716')
([('08564139', '¬_has_part', '08682819'), ('08682819', 'NO_OP', '08682819'), ('08682819', '_instance_hypernym', '08574314')], '08574314')
([('00500055', '¬_verb_group', '00499812'), ('00499812', '_hypernym', '00126264'), ('00126264', '¬_hypernym', '00122097')], '00126264')
([('01713635', '¬_member_meronym', '01713310'), ('01713310', '_member_meronym', '01714059'), ('01714059', '_hypernym', '01657723')], '01657723')
([('13722757', '_hypernym', '13716878'), ('13716878', '_hypernym', '13608788'), ('13608788', '¬_hypernym', '13716686')], '13716686')
([('02199999', '¬_member_meronym', '02199712'), ('02199712', '_member_meronym', '02203739'), ('02203739', '_hypernym', '01759182')], '01759182')
([('12901565', '¬_member_meronym', '12900148'), ('12900148', '_member_meronym', '12901264'), ('12901264', '_hypernym', '12900462')], '12900462')
([('05073559', '_derivationally_related_form', '02040652'), ('02040652', '¬_derivationally_related_form', '05072911'), ('05072911', '_hypernym', '05064037')], '05072911')
([('01001294', 'NO_OP', '01001294'), ('01001294', '¬_derivationally_related_form', '06742426'), ('06742426', '_derivationally_related_form', '00955601')], '00955601')
([('01808447', '¬_member_meronym', '01807265'), ('01807265', '_member_meronym', '01807988'), ('01807988', '_hypernym', '01507175')], '01507175')
([('12059479', '¬_member_meronym', '12039743'), ('12039743', '_member_meronym', '12045004'), ('12045004', '_hypernym', '11556857')], '11556857')
([('15128711', '_has_part', '15129220'), ('15129220', '_instance_hypernym', '15243730'), ('15243730', '_hypernym', '15116283')], '15243730')
([('01003885', '_synset_domain_topic_of', '00903559'), ('00903559', '¬_synset_domain_topic_of', '01003249'), ('01003249', '¬_derivationally_related_form', '10426749')], '01003249')
([('12931449', '¬_member_meronym', '12930044'), ('12930044', '_member_meronym', '12940778'), ('12940778', '_hypernym', '11585340')], '11585340')
([('11921200', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '11981314'), ('11981314', '_hypernym', '11579418')], '11579418')
([('02317983', '¬_member_meronym', '02317488'), ('02317488', '_hypernym', '08103777'), ('08103777', '¬_hypernym', '11803475')], '08103777')
([('00851239', '¬_derivationally_related_form', '09184975'), ('09184975', '¬_derivationally_related_form', '00794079'), ('00794079', '¬_derivationally_related_form', '09184975')], '00794079')
([('02551824', '_member_meronym', '02641608'), ('02641608', '_hypernym', '01342529'), ('01342529', '¬_hypernym', '02225959')], '01342529')
([('11825988', '¬_member_meronym', '11822557'), ('11822557', '_member_meronym', '11825535'), ('11825535', '_hypernym', '11573660')], '11573660')
([('06429316', '_derivationally_related_form', '00961736'), ('00961736', '¬_derivationally_related_form', '06429145'), ('06429145', '¬_derivationally_related_form', '00961736')], '06429145')
([('00916909', '¬_derivationally_related_form', '06782680'), ('06782680', '_derivationally_related_form', '00927049'), ('00927049', '¬_derivationally_related_form', '06782680')], '00927049')
([('14777104', '¬_member_of_domain_usage', '06851742'), ('06851742', '_member_of_domain_usage', '14777188'), ('14777188', '_hypernym', '14778019')], '14778019')
([('02037989', '_derivationally_related_form', '09206985'), ('09206985', '¬_derivationally_related_form', '02037472'), ('02037472', '_hypernym', '02037090')], '02037090')
([('01569262', '¬_member_meronym', '01568493'), ('01568493', '_member_meronym', '01569423'), ('01569423', '_hypernym', '01567133')], '01567133')
([('13175484', '¬_member_meronym', '13172107'), ('13172107', '_member_meronym', '13174206'), ('13174206', '_hypernym', '13167078')], '13167078')
([('11961686', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '11988419'), ('11988419', '_hypernym', '11579418')], '11579418')
([('12588320', '¬_member_meronym', '12588156'), ('12588156', '_member_meronym', '12588780'), ('12588780', '_hypernym', '12583126')], '12583126')
([('00702969', '_derivationally_related_form', '05966129'), ('05966129', '_derivationally_related_form', '00702773'), ('00702773', '¬_hypernym', '00703310')], '00702773')
([('13631355', 'NO_OP', '13631355'), ('13631355', '¬_has_part', '13632007'), ('13632007', '_hypernym', '13601596')], '13601596')
([('13629132', '_has_part', '13628419'), ('13628419', '_has_part', '13627810'), ('13627810', '_hypernym', '13601596')], '13601596')
([('12519328', '¬_member_meronym', '12501745'), ('12501745', '_member_meronym', '12555720'), ('12555720', '_hypernym', '11585340')], '11585340')
([('13179972', '¬_member_meronym', '13169674'), ('13169674', '_member_meronym', '13179410'), ('13179410', '_hypernym', '13166338')], '13166338')
([('11818515', '¬_member_meronym', '11804604'), ('11804604', '_member_meronym', '11813830'), ('11813830', '_hypernym', '11573660')], '11573660')
([('01255967', 'NO_OP', '01255967'), ('01255967', '¬_also_see', '01552519'), ('01552519', '¬_hypernym', '01456463')], '01552519')
([('11628284', '¬_member_meronym', '11607739'), ('11607739', '_member_meronym', '11620248'), ('11620248', '_hypernym', '11554175')], '11554175')
([('01728738', '¬_member_meronym', '01726960'), ('01726960', '_member_meronym', '01735898'), ('01735898', '_hypernym', '01657723')], '01657723')
([('12911079', '¬_member_meronym', '12910141'), ('12910141', '_member_meronym', '12910285'), ('12910285', 'NO_OP', '12910285')], '12910285')
([('00303495', '¬_derivationally_related_form', '01955808'), ('01955808', '_hypernym', '01941093'), ('01941093', '_derivationally_related_form', '00302394')], '00302394')
([('08129883', '_has_part', '08130292'), ('08130292', '_hypernym', '08337324'), ('08337324', '¬_instance_hypernym', '04510090')], '08337324')
([('05501185', '_has_part', '05495172'), ('05495172', 'NO_OP', '05495172'), ('05495172', '_hypernym', '05462674')], '05462674')
([('05558717', 'NO_OP', '05558717'), ('05558717', '_has_part', '01895219'), ('01895219', '_hypernym', '05220461')], '05220461')
([('04959567', '_derivationally_related_form', '00286928'), ('00286928', '_derivationally_related_form', '04959230'), ('04959230', '_derivationally_related_form', '00286928')], '04959230')
([('00448466', '¬_derivationally_related_form', '01936753'), ('01936753', 'NO_OP', '01936753'), ('01936753', '_synset_domain_topic_of', '00523513')], '00523513')
([('08125420', '¬_has_part', '08124971'), ('08124971', '_has_part', '08125722'), ('08125722', '_hypernym', '08337324')], '08337324')
([('02259005', '_derivationally_related_form', '01109687'), ('01109687', '¬_derivationally_related_form', '02260085'), ('02260085', '_hypernym', '02257370')], '02257370')
([('12033939', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '11918131'), ('11918131', '_hypernym', '11579418')], '11579418')
([('14628920', '_hypernym', '14624369'), ('14624369', '¬_hypernym', '14639921'), ('14639921', '_hypernym', '14622893')], '14622893')
([('04306080', '¬_hypernym', '04412901'), ('04412901', '¬_has_part', '04473432'), ('04473432', '_hypernym', '03315023')], '03315023')
([('02400037', '¬_derivationally_related_form', '00198631'), ('00198631', '_hypernym', '00198451'), ('00198451', '_derivationally_related_form', '02397637')], '02397637')
([('02306087', '_also_see', '02281093'), ('02281093', '¬_hypernym', '02304982'), ('02304982', '¬_hypernym', '01480469')], '02281093')
([('01780941', '_derivationally_related_form', '07520612'), ('07520612', 'NO_OP', '07520612'), ('07520612', '¬_derivationally_related_form', '01779165')], '01779165')
([('02244173', '¬_member_meronym', '02244007'), ('02244007', '¬_member_meronym', '02241184'), ('02241184', '_member_meronym', '02241569')], '02241569')
