WN18RR, _verb_group_WN18_generic_PPO_simple_embedding_100
([('01496630', '¬_verb_group', '01496843'), ('01496843', '¬_verb_group', '01496630'), ('01496630', '¬_verb_group', '01496843')], '01496843')
([('00796976', '¬_verb_group', '02237338'), ('02237338', '¬_verb_group', '00796976'), ('00796976', '¬_derivationally_related_form', '00205349')], '02237338')
([('00169458', '¬_verb_group', '00550117'), ('00550117', '¬_hypernym', '00551065'), ('00551065', 'NO_OP', '00551065')], '00550117')
([('00638585', '¬_verb_group', '00637259'), ('00637259', '¬_verb_group', '00638585'), ('00638585', '¬_verb_group', '00637259')], '00637259')
([('02213074', '¬_verb_group', '02212825'), ('02212825', '¬_verb_group', '02213074'), ('02213074', '¬_verb_group', '02212825')], '02212825')
([('02212825', '¬_verb_group', '02213074'), ('02213074', '_derivationally_related_form', '10003283'), ('10003283', 'NO_OP', '10003283')], '02213074')
([('00402130', '¬_verb_group', '00545557'), ('00545557', '_verb_group', '00925873'), ('00925873', '_derivationally_related_form', '00940842')], '00545557')
([('00355955', '¬_verb_group', '00338559'), ('00338559', '¬_verb_group', '00355955'), ('00355955', '_derivationally_related_form', '13467916')], '00338559')
([('00605783', '¬_derivationally_related_form', '10684630'), ('10684630', '_derivationally_related_form', '00605783'), ('00605783', '¬_verb_group', '00407146')], '00407146')
([('02658283', '¬_verb_group', '02657219'), ('02657219', '¬_verb_group', '02658283'), ('02658283', '¬_verb_group', '02657219')], '02657219')
([('00013615', '¬_verb_group', '01719302'), ('01719302', '¬_verb_group', '01722077'), ('01722077', '¬_verb_group', '01719302')], '01719302')
([('02729632', 'NO_OP', '02729632'), ('02729632', '¬_verb_group', '00652900'), ('00652900', '_hypernym', '00644583')], '00652900')
([('00719734', '¬_derivationally_related_form', '05944958'), ('05944958', '¬_derivationally_related_form', '00719734'), ('00719734', '¬_verb_group', '00720063')], '00720063')
([('01428578', '¬_verb_group', '00783246'), ('00783246', '¬_verb_group', '01428578'), ('01428578', '¬_derivationally_related_form', '00160688')], '00783246')
([('00625119', '¬_verb_group', '00626428'), ('00626428', '_verb_group', '00625119'), ('00625119', '¬_verb_group', '00626428')], '00626428')
([('02247977', '¬_verb_group', '02285629'), ('02285629', '_derivationally_related_form', '00043195'), ('00043195', '_derivationally_related_form', '02285629')], '02285629')
([('00522751', '¬_verb_group', '02210855'), ('02210855', '¬_verb_group', '00522751'), ('00522751', '¬_verb_group', '02210855')], '02210855')
([('01448100', '_derivationally_related_form', '00114431'), ('00114431', '_derivationally_related_form', '01448100'), ('01448100', '¬_verb_group', '02103162')], '02103162')
([('02187922', '¬_verb_group', '02177976'), ('02177976', '¬_verb_group', '02187922'), ('02187922', '_derivationally_related_form', '09229709')], '02177976')
([('01172275', '¬_verb_group', '01171183'), ('01171183', '¬_verb_group', '01172275'), ('01172275', '¬_derivationally_related_form', '10034201')], '01171183')
([('02373578', 'NO_OP', '02373578'), ('02373578', '¬_verb_group', '02505807'), ('02505807', '¬_verb_group', '02373578')], '02505807')
([('01941093', '_derivationally_related_form', '00609506'), ('00609506', '¬_derivationally_related_form', '01941093'), ('01941093', '¬_verb_group', '01451842')], '01451842')
([('02373578', '¬_verb_group', '02505807'), ('02505807', '¬_verb_group', '01110661'), ('01110661', '_hypernym', '01110517')], '02505807')
([('01989562', 'NO_OP', '01989562'), ('01989562', 'NO_OP', '01989562'), ('01989562', '¬_verb_group', '01989053')], '01989053')
([('01560731', '¬_verb_group', '01560984'), ('01560984', '¬_verb_group', '01560731'), ('01560731', '¬_verb_group', '01560984')], '01560984')
([('01496630', '¬_verb_group', '01496843'), ('01496843', 'NO_OP', '01496843'), ('01496843', '_hypernym', '01494310')], '01496843')
([('00500055', '¬_verb_group', '00499812'), ('00499812', '¬_verb_group', '00500055'), ('00500055', '¬_verb_group', '00499812')], '00499812')
([('00046534', '¬_verb_group', '00043683'), ('00043683', '_hypernym', '00044149'), ('00044149', '_verb_group', '00044797')], '00044797')
([('01940403', '¬_verb_group', '01847845'), ('01847845', '¬_verb_group', '01941093'), ('01941093', '¬_verb_group', '01847845')], '01847845')
([('02752695', '¬_verb_group', '01007924'), ('01007924', 'NO_OP', '01007924'), ('01007924', '_derivationally_related_form', '06467007')], '01007924')
([('01436139', '_derivationally_related_form', '11512992'), ('11512992', '¬_derivationally_related_form', '02085573'), ('02085573', '_derivationally_related_form', '11512992')], '02085573')
([('01153947', '¬_verb_group', '02344243'), ('02344243', '¬_verb_group', '01153947'), ('01153947', '¬_verb_group', '02344243')], '02344243')
([('02009433', '¬_verb_group', '02383440'), ('02383440', '_verb_group', '02009433'), ('02009433', '¬_verb_group', '02015598')], '02015598')
([('00594621', '¬_verb_group', '00595630'), ('00595630', '_verb_group', '00594621'), ('00594621', '¬_verb_group', '00595630')], '00595630')
([('00334803', '¬_verb_group', '00332672'), ('00332672', '¬_verb_group', '00334803'), ('00334803', '¬_verb_group', '00332672')], '00332672')
([('01854132', '¬_verb_group', '01995211'), ('01995211', '¬_verb_group', '01854132'), ('01854132', '¬_verb_group', '01995211')], '01995211')
([('01731353', '¬_verb_group', '01730384'), ('01730384', '¬_verb_group', '01731353'), ('01731353', '_derivationally_related_form', '01255935')], '01730384')
([('02700104', '¬_verb_group', '02657219'), ('02657219', '¬_verb_group', '02700104'), ('02700104', '¬_verb_group', '02657219')], '02657219')
([('01275762', '¬_verb_group', '01551195'), ('01551195', '_hypernym', '01549905'), ('01549905', '¬_derivationally_related_form', '04692157')], '01551195')
([('01323958', '¬_hypernym', '01570935'), ('01570935', '_hypernym', '01323958'), ('01323958', '¬_verb_group', '01325536')], '01325536')
([('01562061', 'NO_OP', '01562061'), ('01562061', '¬_verb_group', '01562209'), ('01562209', 'NO_OP', '01562209')], '01562209')
([('02672859', '¬_derivationally_related_form', '13529616'), ('13529616', '_derivationally_related_form', '02672859'), ('02672859', '¬_verb_group', '00891216')], '00891216')
([('02542280', '¬_verb_group', '00351406'), ('00351406', '_hypernym', '00350461'), ('00350461', '_derivationally_related_form', '01021579')], '00351406')
([('00662589', '¬_verb_group', '00663353'), ('00663353', '_derivationally_related_form', '00141806'), ('00141806', '_derivationally_related_form', '00662589')], '00663353')
([('00952841', '¬_verb_group', '00937208'), ('00937208', '¬_derivationally_related_form', '06805297'), ('06805297', '_derivationally_related_form', '00937208')], '00937208')
([('00431117', '¬_verb_group', '00431327'), ('00431327', 'NO_OP', '00431327'), ('00431327', '¬_verb_group', '00431117')], '00431327')
([('01863158', '¬_verb_group', '01863410'), ('01863410', '¬_verb_group', '01863158'), ('01863158', '¬_verb_group', '01863410')], '01863410')
([('02679899', '_derivationally_related_form', '14578940'), ('14578940', '_derivationally_related_form', '02679899'), ('02679899', '¬_verb_group', '01995549')], '01995549')
([('01079480', '¬_verb_group', '01079873'), ('01079873', '¬_verb_group', '01079480'), ('01079480', '¬_verb_group', '01079873')], '01079873')
([('02742842', '¬_verb_group', '01535246'), ('01535246', '¬_verb_group', '01270199'), ('01270199', '¬_verb_group', '01535246')], '01535246')
([('01465054', '¬_verb_group', '00190180'), ('00190180', '_verb_group', '01465054'), ('01465054', 'NO_OP', '01465054')], '00190180')
([('00342980', '¬_verb_group', '02624263'), ('02624263', '¬_verb_group', '00342980'), ('00342980', '¬_verb_group', '00339464')], '00339464')
([('01914947', '¬_verb_group', '01926311'), ('01926311', '¬_verb_group', '01914947'), ('01914947', '¬_verb_group', '01926311')], '01926311')
([('01377571', 'NO_OP', '01377571'), ('01377571', '¬_verb_group', '02029492'), ('02029492', '¬_verb_group', '01377571')], '02029492')
([('02601808', '¬_verb_group', '02601996'), ('02601996', '¬_verb_group', '02601808'), ('02601808', '¬_verb_group', '02601996')], '02601996')
([('00753881', '¬_verb_group', '00792471'), ('00792471', '_also_see', '01646866'), ('01646866', '_verb_group', '01629958')], '00792471')
([('02237338', '¬_verb_group', '00796976'), ('00796976', '_derivationally_related_form', '00205349'), ('00205349', '¬_derivationally_related_form', '02502916')], '00796976')
([('02730471', '¬_verb_group', '02106006'), ('02106006', '¬_derivationally_related_form', '02103481'), ('02103481', 'NO_OP', '02103481')], '02106006')
([('01848465', '¬_verb_group', '00613393'), ('00613393', '_derivationally_related_form', '00204439'), ('00204439', '_derivationally_related_form', '00613393')], '00613393')
([('00783042', '¬_derivationally_related_form', '05837370'), ('05837370', '_derivationally_related_form', '00783042'), ('00783042', '¬_verb_group', '00781652')], '00781652')
([('01155090', 'NO_OP', '01155090'), ('01155090', '¬_verb_group', '02018372'), ('02018372', '¬_verb_group', '01155090')], '02018372')
([('01629589', '¬_verb_group', '02525447'), ('02525447', '_derivationally_related_form', '04599396'), ('04599396', '_derivationally_related_form', '02413480')], '02525447')
([('02002720', '¬_verb_group', '02056466'), ('02056466', '¬_verb_group', '02002720'), ('02002720', '¬_verb_group', '02056466')], '02056466')
([('00351406', '¬_verb_group', '02542280'), ('02542280', '¬_verb_group', '02346895'), ('02346895', '¬_hypernym', '02638845')], '02542280')
([('01323958', '¬_derivationally_related_form', '00219012'), ('00219012', '¬_derivationally_related_form', '01325536'), ('01325536', '¬_verb_group', '01323958')], '01325536')
([('00342980', '¬_verb_group', '00339464'), ('00339464', '¬_derivationally_related_form', '07423560'), ('07423560', '¬_derivationally_related_form', '00339464')], '00339464')
([('01424948', '¬_verb_group', '01609953'), ('01609953', '¬_verb_group', '01424948'), ('01424948', '¬_verb_group', '01425348')], '01609953')
([('00952841', 'NO_OP', '00952841'), ('00952841', '¬_verb_group', '00937208'), ('00937208', '¬_verb_group', '00952841')], '00937208')
([('02380980', '¬_verb_group', '02015168'), ('02015168', 'NO_OP', '02015168'), ('02015168', '¬_verb_group', '02380980')], '02015168')
([('00099721', '¬_verb_group', '00100551'), ('00100551', '¬_verb_group', '00099721'), ('00099721', '¬_derivationally_related_form', '00624738')], '00100551')
([('02384686', '¬_verb_group', '01469770'), ('01469770', '¬_verb_group', '02384686'), ('02384686', '¬_derivationally_related_form', '07186148')], '01469770')
([('01480469', '¬_verb_group', '01480149'), ('01480149', '¬_verb_group', '01480469'), ('01480469', '¬_verb_group', '01480149')], '01480149')
([('01546111', '_derivationally_related_form', '08653706'), ('08653706', '_derivationally_related_form', '01546768'), ('01546768', '¬_verb_group', '01546111')], '01546768')
([('02461314', '¬_verb_group', '02462580'), ('02462580', '¬_verb_group', '02461314'), ('02461314', '¬_verb_group', '02462580')], '02462580')
([('02734800', '¬_verb_group', '00212414'), ('00212414', 'NO_OP', '00212414'), ('00212414', '¬_verb_group', '02734800')], '00212414')
([('01838651', 'NO_OP', '01838651'), ('01838651', '¬_verb_group', '01904293'), ('01904293', '¬_verb_group', '01838651')], '01904293')
([('02686625', '¬_verb_group', '02727039'), ('02727039', '_derivationally_related_form', '08628921'), ('08628921', '¬_derivationally_related_form', '02685665')], '02727039')
([('00646271', '¬_verb_group', '00645939'), ('00645939', '¬_verb_group', '00646271'), ('00646271', '_derivationally_related_form', '00877345')], '00645939')
([('02670890', '¬_verb_group', '02541251'), ('02541251', 'NO_OP', '02541251'), ('02541251', 'NO_OP', '02541251')], '02541251')
([('00320681', '¬_verb_group', '00321148'), ('00321148', '_hypernym', '00452512'), ('00452512', '¬_derivationally_related_form', '03338009')], '00321148')
([('02127613', '¬_verb_group', '01210152'), ('01210152', '¬_verb_group', '02127613'), ('02127613', '¬_verb_group', '01209678')], '01210152')
([('00739082', '¬_verb_group', '00739340'), ('00739340', '¬_derivationally_related_form', '05770926'), ('05770926', '_derivationally_related_form', '00628491')], '00739340')
([('01071632', 'NO_OP', '01071632'), ('01071632', '¬_verb_group', '01071474'), ('01071474', '¬_verb_group', '01071632')], '01071474')
([('00012267', '¬_verb_group', '02289295'), ('02289295', '¬_hypernym', '02291434'), ('02291434', '_derivationally_related_form', '13256691')], '02289295')
([('02275365', '¬_verb_group', '00758333'), ('00758333', '¬_verb_group', '02275365'), ('02275365', '¬_verb_group', '00758333')], '00758333')
([('00625119', '¬_verb_group', '00626428'), ('00626428', '¬_verb_group', '00625119'), ('00625119', '¬_derivationally_related_form', '05808794')], '00626428')
([('01209135', '¬_verb_group', '01123887'), ('01123887', '¬_verb_group', '01137138'), ('01137138', '¬_verb_group', '02484570')], '01123887')
([('01984119', '¬_verb_group', '01984317'), ('01984317', '¬_verb_group', '01984119'), ('01984119', '¬_verb_group', '01984317')], '01984317')
([('00052845', 'NO_OP', '00052845'), ('00052845', '¬_verb_group', '01308681'), ('01308681', '¬_verb_group', '00052845')], '01308681')
([('01426397', '¬_derivationally_related_form', '10114550'), ('10114550', '¬_derivationally_related_form', '01426397'), ('01426397', '¬_verb_group', '01426153')], '01426153')
([('01432601', '¬_verb_group', '01601234'), ('01601234', 'NO_OP', '01601234'), ('01601234', '¬_verb_group', '01432601')], '01601234')
([('00937208', 'NO_OP', '00937208'), ('00937208', '¬_verb_group', '00952841'), ('00952841', '¬_verb_group', '00937208')], '00952841')
([('00411020', 'NO_OP', '00411020'), ('00411020', '¬_verb_group', '00171852'), ('00171852', '¬_verb_group', '00253761')], '00171852')
([('01904293', '¬_verb_group', '01874568'), ('01874568', '_verb_group', '01904293'), ('01904293', '¬_verb_group', '01838651')], '01874568')
([('01995549', '_derivationally_related_form', '00282050'), ('00282050', '¬_derivationally_related_form', '01995549'), ('01995549', '¬_verb_group', '02679899')], '02679899')
([('00583523', '¬_verb_group', '00583242'), ('00583242', '¬_verb_group', '00583523'), ('00583523', '_hypernym', '00109660')], '00583242')
([('01308681', '¬_verb_group', '00052845'), ('00052845', '_derivationally_related_form', '00919877'), ('00919877', '¬_derivationally_related_form', '00052845')], '00052845')
([('01169704', '¬_verb_group', '01186428'), ('01186428', '¬_derivationally_related_form', '00842692'), ('00842692', '_derivationally_related_form', '01186428')], '01186428')
([('01732921', '¬_verb_group', '01733213'), ('01733213', '¬_verb_group', '01732921'), ('01732921', '¬_verb_group', '01733213')], '01733213')
([('02045043', '¬_verb_group', '02045790'), ('02045790', 'NO_OP', '02045790'), ('02045790', '¬_derivationally_related_form', '00342028')], '02045790')
([('01076615', 'NO_OP', '01076615'), ('01076615', '¬_verb_group', '00879356'), ('00879356', '¬_verb_group', '01076615')], '00879356')
([('00201722', '¬_verb_group', '00243900'), ('00243900', '¬_verb_group', '00201722'), ('00201722', '¬_verb_group', '00243900')], '00243900')
