WN18RR, _instance_hypernym_WN18_generic_PPO_simple_embedding_100
([('09087450', '¬_has_part', '09086173'), ('09086173', '_has_part', '09086635'), ('09086635', '_instance_hypernym', '08524735')], '08524735')
([('08030481', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08020785'), ('08020785', '_instance_hypernym', '08392137')], '08392137')
([('08729452', '¬_has_part', '08723006'), ('08723006', '_has_part', '08727945'), ('08727945', '_instance_hypernym', '08524735')], '08524735')
([('09143205', '¬_has_part', '09141526'), ('09141526', '_has_part', '09145083'), ('09145083', '_instance_hypernym', '08524735')], '08524735')
([('08836630', '¬_has_part', '08836329'), ('08836329', '_instance_hypernym', '09203827'), ('09203827', '¬_instance_hypernym', '08749864')], '09203827')
([('08725454', '¬_has_part', '08723006'), ('08723006', '_has_part', '08728595'), ('08728595', '_instance_hypernym', '08524735')], '08524735')
([('08971914', '¬_has_part', '09382990'), ('09382990', '_has_part', '08838556'), ('08838556', '_instance_hypernym', '09316454')], '09316454')
([('08750822', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09102517'), ('09102517', '_instance_hypernym', '08524735')], '08524735')
([('09083659', '¬_has_part', '09082540'), ('09082540', '_has_part', '09084075'), ('09084075', '_instance_hypernym', '08524735')], '08524735')
([('08810999', '¬_has_part', '09350045'), ('09350045', '_has_part', '08784905'), ('08784905', '_instance_hypernym', '09316454')], '09316454')
([('08855763', '¬_has_part', '08853741'), ('08853741', '_has_part', '08854855'), ('08854855', '_instance_hypernym', '08524735')], '08524735')
([('08771400', '¬_has_part', '08766988'), ('08766988', '_has_part', '08770932'), ('08770932', '_instance_hypernym', '08524735')], '08524735')
([('06431496', '_synset_domain_topic_of', '06236802'), ('06236802', '¬_synset_domain_topic_of', '06466479'), ('06466479', '_hypernym', '06429590')], '06429590')
([('08854855', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09000462'), ('09000462', '_instance_hypernym', '08524735')], '08524735')
([('09100690', '¬_has_part', '09099526'), ('09099526', '_has_part', '09100837'), ('09100837', '_instance_hypernym', '08524735')], '08524735')
([('08706247', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08721145'), ('08721145', '_instance_hypernym', '08524735')], '08524735')
([('11015080', '_instance_hypernym', '09921792'), ('09921792', '_hypernym', '10705615'), ('10705615', '¬_derivationally_related_form', '01034118')], '10705615')
([('01280055', '¬_has_part', '01312096'), ('01312096', '_has_part', '01271107'), ('01271107', '_instance_hypernym', '00956485')], '00956485')
([('08855763', '¬_has_part', '08853741'), ('08853741', '_has_part', '08855505'), ('08855505', '_instance_hypernym', '08524735')], '08524735')
([('08956140', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08818835'), ('08818835', '_instance_hypernym', '08633957')], '08633957')
([('10941714', '_instance_hypernym', '10296176'), ('10296176', '¬_instance_hypernym', '11205647'), ('11205647', '_instance_hypernym', '10123844')], '10123844')
([('08582613', '¬_has_part', '08588916'), ('08588916', '_hypernym', '08630039'), ('08630039', '¬_hypernym', '08500819')], '08630039')
([('09016099', '¬_has_part', '09014979'), ('09014979', '_has_part', '09017005'), ('09017005', '_instance_hypernym', '08524735')], '08524735')
([('09365128', '¬_has_part', '09303647'), ('09303647', '_has_part', '09365288'), ('09365288', '_instance_hypernym', '09360122')], '09360122')
([('08727396', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09008723'), ('09008723', '_instance_hypernym', '08524735')], '08524735')
([('08903352', '¬_has_part', '08900535'), ('08900535', '_has_part', '08903636'), ('08903636', '_instance_hypernym', '08524735')], '08524735')
([('08956140', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08877382'), ('08877382', '_instance_hypernym', '08524735')], '08524735')
([('08014860', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08016035')], '08392137')
([('08771277', '¬_has_part', '08766988'), ('08766988', '_has_part', '08775179'), ('08775179', '_instance_hypernym', '08524735')], '08524735')
([('08043169', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08036849'), ('08036849', '_instance_hypernym', '08392137')], '08392137')
([('09084075', '¬_has_part', '09082540'), ('09082540', '_has_part', '09083659'), ('09083659', '_instance_hypernym', '08524735')], '08524735')
([('09000462', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08731148'), ('08731148', '_instance_hypernym', '08524735')], '08524735')
([('08946715', '¬_has_part', '08946187'), ('08946187', '_has_part', '08946812'), ('08946812', '_instance_hypernym', '08524735')], '08524735')
([('09085441', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09075329'), ('09075329', '_instance_hypernym', '08638442')], '08638442')
([('08025835', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08017257'), ('08017257', '_instance_hypernym', '08392137')], '08392137')
([('08924913', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09150863'), ('09150863', '_instance_hypernym', '08633957')], '08633957')
([('09032604', '¬_has_part', '09031653'), ('09031653', '_has_part', '09032483'), ('09032483', '_instance_hypernym', '08524735')], '08524735')
([('08950230', '¬_has_part', '08949093'), ('08949093', '_has_part', '08950649'), ('08950649', '_instance_hypernym', '08524735')], '08524735')
([('08739669', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08798062'), ('08798062', '_instance_hypernym', '08524735')], '08524735')
([('08805801', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08745901'), ('08745901', '_instance_hypernym', '08524735')], '08524735')
([('09054480', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08936833'), ('08936833', '_instance_hypernym', '08524735')], '08524735')
([('08046346', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08029908'), ('08029908', '_instance_hypernym', '08392137')], '08392137')
([('08706247', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09017005'), ('09017005', '_instance_hypernym', '08524735')], '08524735')
([('06438995', '¬_has_part', '06453324'), ('06453324', '_has_part', '06437824'), ('06437824', '_instance_hypernym', '06394865')], '06394865')
([('09109444', '¬_has_part', '08564307'), ('08564307', '_has_part', '09082540'), ('09082540', '_instance_hypernym', '08655464')], '08655464')
([('08936303', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09164903'), ('09164903', '_instance_hypernym', '08524735')], '08524735')
([('15232406', '_has_part', '15232712'), ('15232712', 'NO_OP', '15232712'), ('15232712', '_instance_hypernym', '15113229')], '15113229')
([('08770013', '¬_has_part', '08766988'), ('08766988', '_has_part', '08770274'), ('08770274', '_instance_hypernym', '08524735')], '08524735')
([('08762243', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08889400'), ('08889400', '_instance_hypernym', '08524735')], '08524735')
([('08770274', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09068921'), ('09068921', '_instance_hypernym', '08524735')], '08524735')
([('15126931', '_has_part', '15127982'), ('15127982', '_instance_hypernym', '15247518'), ('15247518', '¬_has_part', '15248020')], '15248020')
([('08856266', '¬_has_part', '08853741'), ('08853741', '_has_part', '08856945'), ('08856945', '_instance_hypernym', '08524735')], '08524735')
([('08020785', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08013653'), ('08013653', '_instance_hypernym', '08392137')], '08392137')
([('08015116', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08040008')], '08392137')
([('09037394', '_has_part', '09210346'), ('09210346', '¬_has_part', '08969291'), ('08969291', '_instance_hypernym', '08698379')], '08698379')
([('10837918', '_instance_hypernym', '10022111'), ('10022111', '¬_instance_hypernym', '10840769'), ('10840769', '_instance_hypernym', '10547145')], '10547145')
([('09145217', '¬_has_part', '09141526'), ('09141526', '_has_part', '09146912'), ('09146912', '_instance_hypernym', '08524735')], '08524735')
([('09012530', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08948704'), ('08948704', '_instance_hypernym', '08691669')], '08691669')
([('06437824', '¬_has_part', '06461077'), ('06461077', '_has_part', '06437308'), ('06437308', '_instance_hypernym', '06394865')], '06394865')
([('08734044', '¬_has_part', '09189411'), ('09189411', '_has_part', '08965598'), ('08965598', '_instance_hypernym', '08698379')], '08698379')
([('09146912', '¬_has_part', '09141526'), ('09141526', '_has_part', '09144730'), ('09144730', '_instance_hypernym', '08524735')], '08524735')
([('09364249', '¬_has_part', '09327881'), ('09327881', '_has_part', '09465135'), ('09465135', '_instance_hypernym', '09360122')], '09360122')
([('09025584', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08856475'), ('08856475', '_instance_hypernym', '08524735')], '08524735')
([('15233411', '¬_has_part', '15231964'), ('15231964', '_instance_hypernym', '15113229'), ('15113229', '¬_hypernym', '15133621')], '15113229')
([('15128711', '_has_part', '15128997'), ('15128997', '_instance_hypernym', '15243730'), ('15243730', '¬_instance_hypernym', '15128711')], '15243730')
([('08762104', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08925957'), ('08925957', '_instance_hypernym', '08524735')], '08524735')
([('08912012', '¬_has_part', '08910668'), ('08910668', '_has_part', '08912559'), ('08912559', '_instance_hypernym', '08524735')], '08524735')
([('08045140', '¬_member_of_domain_region', '08975902'), ('08975902', '_member_of_domain_region', '08022972'), ('08022972', '_instance_hypernym', '08392137')], '08392137')
([('08957381', '¬_member_meronym', '08172103'), ('08172103', '_member_meronym', '08927186'), ('08927186', '_instance_hypernym', '08700255')], '08700255')
([('08977527', '¬_has_part', '08975902'), ('08975902', '_has_part', '08977428'), ('08977428', '_instance_hypernym', '08524735')], '08524735')
([('08971404', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08956140'), ('08956140', '_instance_hypernym', '08524735')], '08524735')
([('09135447', '¬_has_part', '09134386'), ('09134386', '_has_part', '09136182'), ('09136182', '_instance_hypernym', '08524735')], '08524735')
([('08766667', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09000462'), ('09000462', '_instance_hypernym', '08524735')], '08524735')
([('08014615', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08041840')], '08392137')
([('09034402', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08850741'), ('08850741', '_instance_hypernym', '08524735')], '08524735')
([('11364570', '_instance_hypernym', '10210137'), ('10210137', '¬_instance_hypernym', '11353195'), ('11353195', '_instance_hypernym', '10609325')], '10609325')
([('08808614', '¬_has_part', '08801678'), ('08801678', '_has_part', '08804154'), ('08804154', '_instance_hypernym', '08803382')], '08803382')
([('08923884', '¬_has_part', '08921850'), ('08921850', '_has_part', '08924023'), ('08924023', '_instance_hypernym', '08524735')], '08524735')
([('09094381', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08856475'), ('08856475', '_instance_hypernym', '08524735')], '08524735')
([('11056654', '_instance_hypernym', '10536416'), ('10536416', '¬_instance_hypernym', '11126783'), ('11126783', '_instance_hypernym', '10624540')], '10624540')
([('09175915', '¬_has_part', '08907606'), ('08907606', '_has_part', '08908954'), ('08908954', '_instance_hypernym', '09316454')], '09316454')
([('08011523', '¬_member_meronym', '08320385'), ('08320385', '_hypernym', '08472335'), ('08472335', '¬_instance_hypernym', '08011523')], '08472335')
([('09165294', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08762104'), ('08762104', '_instance_hypernym', '08524735')], '08524735')
([('11301414', '_instance_hypernym', '09798811'), ('09798811', '¬_instance_hypernym', '11164671'), ('11164671', '_instance_hypernym', '10547145')], '10547145')
([('11349318', '_derivationally_related_form', '10731013'), ('10731013', '_hypernym', '10503452'), ('10503452', '¬_hypernym', '10527334')], '10527334')
([('09146111', '¬_has_part', '09141526'), ('09141526', '_has_part', '09146813'), ('09146813', '_instance_hypernym', '08524735')], '08524735')
([('15126595', '¬_has_part', '15126175'), ('15126175', '_has_part', '15126750'), ('15126750', '_instance_hypernym', '15247518')], '15247518')
([('09408977', '¬_has_part', '08929922'), ('08929922', '_has_part', '09408540'), ('09408540', '_instance_hypernym', '09411430')], '09411430')
([('08746636', '¬_has_part', '08740875'), ('08740875', '_has_part', '08745011'), ('08745011', '_instance_hypernym', '08524735')], '08524735')
([('08762243', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08728268'), ('08728268', '_instance_hypernym', '08524735')], '08524735')
([('08857099', '¬_has_part', '08853741'), ('08853741', '_has_part', '08857529'), ('08857529', '_instance_hypernym', '08524735')], '08524735')
([('08012384', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08016035')], '08392137')
([('08935212', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09000462'), ('09000462', '_instance_hypernym', '08524735')], '08524735')
([('15233047', '¬_has_part', '15232406'), ('15232406', '_has_part', '15232712'), ('15232712', '_instance_hypernym', '15113229')], '15113229')
([('15127507', '¬_has_part', '15127307'), ('15127307', '_instance_hypernym', '15247518'), ('15247518', '¬_instance_hypernym', '15125097')], '15247518')
([('08889400', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08854855'), ('08854855', '_instance_hypernym', '08524735')], '08524735')
([('09110422', '_has_part', '09249418'), ('09249418', '¬_has_part', '09057311'), ('09057311', '_instance_hypernym', '08655464')], '08655464')
([('08711974', '¬_has_part', '09440400'), ('09440400', '_has_part', '08720481'), ('08720481', '_instance_hypernym', '08702402')], '08702402')
([('08799123', '¬_has_part', '08798382'), ('08798382', '_instance_hypernym', '08574314'), ('08574314', '¬_instance_hypernym', '08701296')], '08574314')
([('15259812', '¬_has_part', '15121406'), ('15121406', '_has_part', '15253139'), ('15253139', '_hypernym', '15254028')], '15254028')
