WN18RR, _derivationally_related_form_WN18_generic_PPO_simple_embedding_100
([('02294436', '¬_derivationally_related_form', '01083504'), ('01083504', '_derivationally_related_form', '00081072'), ('00081072', '_derivationally_related_form', '13285714')], '13285714')
([('10402417', '¬_derivationally_related_form', '08060694'), ('08060694', '_derivationally_related_form', '10402417'), ('10402417', '_derivationally_related_form', '06526291')], '08060694')
([('10279018', '¬_derivationally_related_form', '01623967'), ('01623967', '¬_derivationally_related_form', '03701640'), ('03701640', '¬_hypernym', '03765561')], '01623967')
([('06455990', '¬_derivationally_related_form', '00759944'), ('00759944', '¬_derivationally_related_form', '07189130'), ('07189130', '¬_hypernym', '07190290')], '00759944')
([('10033082', '¬_derivationally_related_form', '00046534'), ('00046534', '¬_hypernym', '00050652'), ('00050652', '_derivationally_related_form', '03051540')], '00046534')
([('01048939', '¬_derivationally_related_form', '07395446'), ('07395446', '_hypernym', '07387509'), ('07387509', '¬_hypernym', '07377473')], '07395446')
([('02539334', '¬_derivationally_related_form', '01128655'), ('01128655', '_derivationally_related_form', '00579712'), ('00579712', '¬_derivationally_related_form', '10669991')], '01128655')
([('02735418', '¬_derivationally_related_form', '14562960'), ('14562960', '¬_derivationally_related_form', '00354845'), ('00354845', '_derivationally_related_form', '15143477')], '14562960')
([('01811441', '¬_derivationally_related_form', '05950733'), ('05950733', '_derivationally_related_form', '00884317'), ('00884317', '_hypernym', '01010118')], '05950733')
([('07413899', '¬_derivationally_related_form', '00236999'), ('00236999', '_derivationally_related_form', '07567390'), ('07567390', '¬_derivationally_related_form', '00237259')], '00236999')
([('10554455', '¬_derivationally_related_form', '02412939'), ('02412939', '¬_derivationally_related_form', '10554455'), ('10554455', '¬_derivationally_related_form', '02413140')], '02412939')
([('00083523', '¬_derivationally_related_form', '04333129'), ('04333129', '¬_hypernym', '04072551'), ('04072551', '_derivationally_related_form', '02442737')], '04333129')
([('06381869', '¬_derivationally_related_form', '10528493'), ('10528493', '_derivationally_related_form', '01702514'), ('01702514', '_derivationally_related_form', '07093603')], '10528493')
([('03471030', '¬_derivationally_related_form', '01516290'), ('01516290', '_hypernym', '02066939'), ('02066939', '¬_hypernym', '01903756')], '01516290')
([('02479323', '¬_derivationally_related_form', '01057200'), ('01057200', '_hypernym', '00407535'), ('00407535', '_hypernym', '00030358')], '01057200')
([('02981911', '¬_derivationally_related_form', '02683419'), ('02683419', '_derivationally_related_form', '04240097'), ('04240097', '¬_derivationally_related_form', '01514348')], '02683419')
([('02330742', '¬_derivationally_related_form', '13354420'), ('13354420', '_member_meronym', '13333047'), ('13333047', '_hypernym', '13329641')], '13354420')
([('02011810', '_derivationally_related_form', '01778017'), ('01778017', '¬_derivationally_related_form', '02011810'), ('02011810', '¬_derivationally_related_form', '06207561')], '06207561')
([('10076957', '_derivationally_related_form', '00202236'), ('00202236', '¬_derivationally_related_form', '00751145'), ('00751145', '_derivationally_related_form', '00201407')], '00201407')
([('11176932', '¬_derivationally_related_form', '00020671'), ('00020671', '_derivationally_related_form', '10195261'), ('10195261', '_hypernym', '10488865')], '00020671')
([('10665698', '¬_derivationally_related_form', '00607405'), ('00607405', '¬_derivationally_related_form', '05755883'), ('05755883', '_derivationally_related_form', '00607405')], '00607405')
([('13134947', '¬_derivationally_related_form', '00056188'), ('00056188', '_derivationally_related_form', '13134947'), ('13134947', '¬_derivationally_related_form', '10113997')], '10113997')
([('04656748', '¬_hypernym', '04656996'), ('04656996', '_hypernym', '04656748'), ('04656748', '¬_derivationally_related_form', '02258600')], '02258600')
([('01148182', 'NO_OP', '01148182'), ('01148182', '¬_derivationally_related_form', '00418921'), ('00418921', '_hypernym', '00233335')], '00418921')
([('04159545', '¬_derivationally_related_form', '01269008'), ('01269008', '_hypernym', '01264283'), ('01264283', '_derivationally_related_form', '03058107')], '01269008')
([('00835903', '¬_derivationally_related_form', '13960464'), ('13960464', '_derivationally_related_form', '00835903'), ('00835903', '_derivationally_related_form', '10076957')], '13960464')
([('04831727', '¬_derivationally_related_form', '01111016'), ('01111016', '¬_derivationally_related_form', '04831727'), ('04831727', 'NO_OP', '04831727')], '01111016')
([('01793933', '¬_derivationally_related_form', '14403772'), ('14403772', '_derivationally_related_form', '01793933'), ('01793933', '_hypernym', '01767163')], '14403772')
([('13740168', '¬_hypernym', '13740765'), ('13740765', '_hypernym', '13740168'), ('13740168', '¬_derivationally_related_form', '00297507')], '00297507')
([('01313249', '¬_derivationally_related_form', '14828683'), ('14828683', '¬_derivationally_related_form', '01360899'), ('01360899', '_derivationally_related_form', '14992287')], '14828683')
([('10633298', '¬_derivationally_related_form', '00715541'), ('00715541', '_derivationally_related_form', '10633298'), ('10633298', 'NO_OP', '10633298')], '00715541')
([('00920336', '_verb_group', '00662589'), ('00662589', '_derivationally_related_form', '00141806'), ('00141806', '_derivationally_related_form', '00662589')], '00141806')
([('10182913', '¬_derivationally_related_form', '01201422'), ('01201422', '_derivationally_related_form', '00856847'), ('00856847', '¬_hypernym', '00857275')], '01201422')
([('08094013', 'NO_OP', '08094013'), ('08094013', '¬_derivationally_related_form', '02922448'), ('02922448', '¬_derivationally_related_form', '06232880')], '02922448')
([('01198616', '¬_derivationally_related_form', '00837675'), ('00837675', '_derivationally_related_form', '01199009'), ('01199009', 'NO_OP', '01199009')], '00837675')
([('02333689', '_hypernym', '01088923'), ('01088923', '¬_derivationally_related_form', '00586262'), ('00586262', '¬_hypernym', '00604321')], '00586262')
([('07121361', '¬_derivationally_related_form', '00913795'), ('00913795', '_derivationally_related_form', '07121361'), ('07121361', '_derivationally_related_form', '00914634')], '00913795')
([('00792304', '¬_derivationally_related_form', '03222516'), ('03222516', '_derivationally_related_form', '02182109'), ('02182109', '¬_derivationally_related_form', '07378234')], '07378234')
([('01521603', '¬_derivationally_related_form', '03631445'), ('03631445', '¬_derivationally_related_form', '01521603'), ('01521603', '_hypernym', '01285440')], '03631445')
([('02068413', '¬_derivationally_related_form', '07439570'), ('07439570', '¬_derivationally_related_form', '00454868'), ('00454868', '¬_derivationally_related_form', '07439570')], '07439570')
([('10216106', '¬_derivationally_related_form', '02271137'), ('02271137', '_derivationally_related_form', '01099436'), ('01099436', '_hypernym', '01098698')], '02271137')
([('10339504', '¬_derivationally_related_form', '00630380'), ('00630380', '¬_hypernym', '00683127'), ('00683127', 'NO_OP', '00683127')], '00630380')
([('09757944', '¬_derivationally_related_form', '01196037'), ('01196037', '_derivationally_related_form', '04882622'), ('04882622', '¬_derivationally_related_form', '01196037')], '01196037')
([('01004062', '¬_derivationally_related_form', '04681387'), ('04681387', '_derivationally_related_form', '01275762'), ('01275762', '_derivationally_related_form', '13905405')], '04681387')
([('04234455', '¬_derivationally_related_form', '02336684'), ('02336684', '_hypernym', '02327200'), ('02327200', '¬_hypernym', '02335629')], '02336684')
([('01390833', '¬_derivationally_related_form', '03584829'), ('03584829', '_derivationally_related_form', '01390833'), ('01390833', '_hypernym', '01390616')], '03584829')
([('00202236', '¬_derivationally_related_form', '13960464'), ('13960464', '¬_derivationally_related_form', '00835903'), ('00835903', '¬_derivationally_related_form', '14504726')], '13960464')
([('07503430', '¬_derivationally_related_form', '01774136'), ('01774136', 'NO_OP', '01774136'), ('01774136', '_derivationally_related_form', '10162194')], '01774136')
([('09775663', '¬_derivationally_related_form', '01016316'), ('01016316', '_derivationally_related_form', '09775663'), ('09775663', '¬_derivationally_related_form', '00591236')], '01016316')
([('01873942', '¬_derivationally_related_form', '05579944'), ('05579944', '_has_part', '05293773'), ('05293773', '¬_has_part', '05579944')], '05579944')
([('10680153', '¬_derivationally_related_form', '00162688'), ('00162688', '_verb_group', '02405390'), ('02405390', '_verb_group', '00162688')], '02405390')
([('01174988', '¬_derivationally_related_form', '02123424'), ('02123424', '¬_derivationally_related_form', '01174988'), ('01174988', 'NO_OP', '01174988')], '02123424')
([('05798569', '¬_derivationally_related_form', '00663160'), ('00663160', '¬_derivationally_related_form', '05798569'), ('05798569', '_hypernym', '05924920')], '00663160')
([('07425011', '¬_derivationally_related_form', '02987177'), ('02987177', '_derivationally_related_form', '10341660'), ('10341660', '_derivationally_related_form', '00119873')], '00119873')
([('04897762', '¬_derivationally_related_form', '02518161'), ('02518161', '_derivationally_related_form', '04910377'), ('04910377', '_derivationally_related_form', '02518161')], '02518161')
([('01219893', '¬_derivationally_related_form', '00845909'), ('00845909', '¬_derivationally_related_form', '01219893'), ('01219893', '¬_derivationally_related_form', '00845909')], '00845909')
([('13955461', '_derivationally_related_form', '10509389'), ('10509389', '¬_derivationally_related_form', '05151869'), ('05151869', '_derivationally_related_form', '10509605')], '10509605')
([('02679530', '¬_derivationally_related_form', '02806261'), ('02806261', '_derivationally_related_form', '01202728'), ('01202728', '¬_derivationally_related_form', '00665358')], '02806261')
([('00125629', '¬_derivationally_related_form', '01152396'), ('01152396', '_derivationally_related_form', '00125629'), ('00125629', '¬_hypernym', '00132219')], '01152396')
([('02183175', '¬_derivationally_related_form', '02823124'), ('02823124', '¬_derivationally_related_form', '02183175'), ('02183175', '_derivationally_related_form', '07398276')], '02823124')
([('09772606', 'NO_OP', '09772606'), ('09772606', '¬_derivationally_related_form', '00487748'), ('00487748', '¬_derivationally_related_form', '14616939')], '00487748')
([('02768874', 'NO_OP', '02768874'), ('02768874', '¬_derivationally_related_form', '11467786'), ('11467786', 'NO_OP', '11467786')], '11467786')
([('07547674', 'NO_OP', '07547674'), ('07547674', 'NO_OP', '07547674'), ('07547674', '¬_derivationally_related_form', '01774799')], '01774799')
([('10338094', '¬_derivationally_related_form', '02390101'), ('02390101', '¬_derivationally_related_form', '10338094'), ('10338094', '¬_derivationally_related_form', '02390101')], '02390101')
([('02082527', '¬_derivationally_related_form', '00310666'), ('00310666', '_derivationally_related_form', '10718131'), ('10718131', 'NO_OP', '10718131')], '00310666')
([('09962966', '¬_derivationally_related_form', '00906367'), ('00906367', '_hypernym', '00971650'), ('00971650', '¬_derivationally_related_form', '06727616')], '00906367')
([('10160913', '¬_derivationally_related_form', '01140515'), ('01140515', '_derivationally_related_form', '03495671'), ('03495671', '_derivationally_related_form', '10160913')], '01140515')
([('10684630', '¬_derivationally_related_form', '00605783'), ('00605783', '¬_derivationally_related_form', '09975933'), ('09975933', '¬_derivationally_related_form', '00605783')], '00605783')
([('01249315', '¬_derivationally_related_form', '00905677'), ('00905677', '_hypernym', '00905399'), ('00905399', '_derivationally_related_form', '06552639')], '00905677')
([('01164568', '¬_derivationally_related_form', '00951433'), ('00951433', '¬_derivationally_related_form', '01164568'), ('01164568', 'NO_OP', '01164568')], '00951433')
([('01776214', '_hypernym', '01775164'), ('01775164', '¬_hypernym', '01776214'), ('01776214', '¬_derivationally_related_form', '13370448')], '13370448')
([('01789514', '¬_derivationally_related_form', '10161178'), ('10161178', '¬_derivationally_related_form', '01789514'), ('01789514', '_derivationally_related_form', '10209246')], '10161178')
([('06272290', '¬_synset_domain_topic_of', '00789934'), ('00789934', '_synset_domain_topic_of', '06272290'), ('06272290', '¬_derivationally_related_form', '00789448')], '00789448')
([('00656292', '¬_derivationally_related_form', '07998573'), ('07998573', '_derivationally_related_form', '00656292'), ('00656292', '_derivationally_related_form', '05733090')], '07998573')
([('05228496', '¬_derivationally_related_form', '02693895'), ('02693895', '¬_derivationally_related_form', '05228496'), ('05228496', '_hypernym', '05225602')], '02693895')
([('01566185', '¬_derivationally_related_form', '10544748'), ('10544748', 'NO_OP', '10544748'), ('10544748', '¬_derivationally_related_form', '00350380')], '10544748')
([('00397953', '¬_derivationally_related_form', '10402285'), ('10402285', '_hypernym', '09774783'), ('09774783', '¬_hypernym', '10638385')], '10402285')
