WN18RR, _also_see_WN18_generic_PPO_simple_embedding_100
([('01116380', '¬_also_see', '02461723'), ('02461723', '¬_derivationally_related_form', '06756407'), ('06756407', '¬_derivationally_related_form', '00835903')], '02461723')
([('00021766', '_also_see', '00914421'), ('00914421', '¬_also_see', '00021766'), ('00021766', '¬_also_see', '00631391')], '00631391')
([('01930512', '¬_derivationally_related_form', '14031108'), ('14031108', '_derivationally_related_form', '01930512'), ('01930512', '¬_also_see', '02564986')], '02564986')
([('02102484', '¬_derivationally_related_form', '02106006'), ('02106006', '¬_derivationally_related_form', '02103481'), ('02103481', '¬_also_see', '02102484')], '02103481')
([('02238462', '¬_also_see', '00911327'), ('00911327', '_derivationally_related_form', '04771890'), ('04771890', '_hypernym', '04770211')], '00911327')
([('00732960', '¬_also_see', '01459422'), ('01459422', '_derivationally_related_form', '01775535'), ('01775535', '_hypernym', '01775164')], '01459422')
([('01474513', '¬_also_see', '00696518'), ('00696518', '¬_also_see', '02564986'), ('02564986', '¬_derivationally_related_form', '04644512')], '00696518')
([('02517265', 'NO_OP', '02517265'), ('02517265', '¬_also_see', '01705655'), ('01705655', '¬_derivationally_related_form', '14416349')], '01705655')
([('02577061', '¬_also_see', '01180695'), ('01180695', 'NO_OP', '01180695'), ('01180695', 'NO_OP', '01180695')], '01180695')
([('02115324', '¬_also_see', '00417413'), ('00417413', '_derivationally_related_form', '14496193'), ('14496193', '_hypernym', '14494716')], '00417413')
([('00988232', '¬_also_see', '02412164'), ('02412164', '_also_see', '00988232'), ('00988232', '¬_derivationally_related_form', '05001482')], '02412164')
([('00988232', '¬_also_see', '02412164'), ('02412164', 'NO_OP', '02412164'), ('02412164', '¬_also_see', '00988232')], '02412164')
([('02446651', '¬_also_see', '00828779'), ('00828779', '¬_also_see', '02446651'), ('02446651', '_derivationally_related_form', '00514871')], '00828779')
([('01782519', '¬_also_see', '02056880'), ('02056880', '¬_also_see', '01782519'), ('01782519', '¬_also_see', '02513740')], '02056880')
([('00479933', '¬_also_see', '00822449'), ('00822449', '¬_derivationally_related_form', '07525057'), ('07525057', '_derivationally_related_form', '00822449')], '00822449')
([('01430111', 'NO_OP', '01430111'), ('01430111', '¬_also_see', '01925372'), ('01925372', '¬_also_see', '01943406')], '01925372')
([('01866535', '¬_also_see', '00644372'), ('00644372', '_also_see', '01866535'), ('01866535', 'NO_OP', '01866535')], '00644372')
([('00013160', 'NO_OP', '00013160'), ('00013160', 'NO_OP', '00013160'), ('00013160', '¬_also_see', '01932973')], '01932973')
([('01116380', '_also_see', '01934554'), ('01934554', '_also_see', '02180797'), ('02180797', '¬_also_see', '01222884')], '02180797')
([('02271544', '¬_also_see', '02578235'), ('02578235', '¬_derivationally_related_form', '00754118'), ('00754118', 'NO_OP', '00754118')], '02578235')
([('00311663', '¬_also_see', '00754873'), ('00754873', '¬_also_see', '00311663'), ('00311663', 'NO_OP', '00311663')], '00754873')
([('00589624', '¬_also_see', '01149494'), ('01149494', '¬_also_see', '01364008'), ('01364008', 'NO_OP', '01364008')], '01149494')
([('01497736', '¬_also_see', '02164402'), ('02164402', '¬_derivationally_related_form', '05172596'), ('05172596', '¬_derivationally_related_form', '01279978')], '01279978')
([('01825671', '_also_see', '01824244'), ('01824244', 'NO_OP', '01824244'), ('01824244', '¬_also_see', '00834198')], '00834198')
([('02533313', 'NO_OP', '02533313'), ('02533313', '¬_also_see', '01463965'), ('01463965', '_also_see', '01459422')], '01463965')
([('00404202', '¬_also_see', '00386392'), ('00386392', '¬_also_see', '00404202'), ('00404202', 'NO_OP', '00404202')], '00386392')
([('01754421', '¬_also_see', '02290998'), ('02290998', 'NO_OP', '02290998'), ('02290998', '_also_see', '00583239')], '02290998')
([('01430847', '¬_also_see', '01926376'), ('01926376', '¬_also_see', '01430847'), ('01430847', '_derivationally_related_form', '04785669')], '01926376')
([('00781168', '¬_also_see', '00430191'), ('00430191', '¬_derivationally_related_form', '04823866'), ('04823866', '¬_derivationally_related_form', '00430191')], '00430191')
([('02523275', '_also_see', '02094755'), ('02094755', '¬_also_see', '01886407'), ('01886407', '¬_also_see', '02360448')], '02360448')
([('00173764', '¬_derivationally_related_form', '05018934'), ('05018934', '_hypernym', '05017230'), ('05017230', '¬_derivationally_related_form', '01746605')], '01746605')
([('00740336', '_derivationally_related_form', '04757864'), ('04757864', '_hypernym', '04756887'), ('04756887', '¬_derivationally_related_form', '00336168')], '00336168')
([('01370590', '_derivationally_related_form', '04854389'), ('04854389', 'NO_OP', '04854389'), ('04854389', '¬_derivationally_related_form', '00957176')], '00957176')
([('02412164', '¬_also_see', '00988232'), ('00988232', '¬_also_see', '02412164'), ('02412164', '_also_see', '02561888')], '00988232')
([('00433115', '¬_also_see', '00430191'), ('00430191', '¬_also_see', '00533851'), ('00533851', 'NO_OP', '00533851')], '00430191')
([('00103696', '_derivationally_related_form', '04821802'), ('04821802', '_derivationally_related_form', '00896555'), ('00896555', '_derivationally_related_form', '04821802')], '00896555')
([('01548193', '¬_also_see', '02513269'), ('02513269', '¬_also_see', '00360650'), ('00360650', '¬_derivationally_related_form', '04849759')], '02513269')
([('01716491', '¬_also_see', '02399399'), ('02399399', '¬_also_see', '01716491'), ('01716491', '¬_also_see', '00133851')], '00133851')
([('00988232', '¬_also_see', '02412164'), ('02412164', '_also_see', '00988232'), ('00988232', '¬_derivationally_related_form', '05001482')], '02412164')
([('01886407', '_also_see', '02094755'), ('02094755', 'NO_OP', '02094755'), ('02094755', '¬_also_see', '02523275')], '02523275')
([('00604617', '¬_also_see', '00931555'), ('00931555', '¬_derivationally_related_form', '04835488'), ('04835488', 'NO_OP', '04835488')], '00931555')
([('02363358', '¬_also_see', '02105375'), ('02105375', '¬_also_see', '02102796'), ('02102796', '_also_see', '02105375')], '02105375')
([('00508192', 'NO_OP', '00508192'), ('00508192', 'NO_OP', '00508192'), ('00508192', '¬_also_see', '00561036')], '00561036')
([('02451113', '¬_also_see', '00696518'), ('00696518', '_also_see', '01474513'), ('01474513', '¬_derivationally_related_form', '02436349')], '00696518')
([('02513740', '¬_also_see', '02037272'), ('02037272', '_also_see', '01549291'), ('01549291', '¬_also_see', '02035337')], '02037272')
([('01226240', '¬_also_see', '01588172'), ('01588172', '_member_meronym', '01588589'), ('01588589', 'NO_OP', '01588589')], '01588172')
([('01755627', 'NO_OP', '01755627'), ('01755627', '¬_also_see', '02291843'), ('02291843', '¬_also_see', '00583990')], '02291843')
([('00749230', '¬_also_see', '02174896'), ('02174896', '¬_also_see', '00749230'), ('00749230', '¬_also_see', '02174896')], '02174896')
([('00306314', '¬_also_see', '00510050'), ('00510050', 'NO_OP', '00510050'), ('00510050', '_also_see', '01911053')], '00510050')
([('01256332', '¬_also_see', '01725712'), ('01725712', '_derivationally_related_form', '07480896'), ('07480896', 'NO_OP', '07480896')], '01725712')
([('01646941', '¬_derivationally_related_form', '04928416'), ('04928416', '_derivationally_related_form', '01646941'), ('01646941', '¬_also_see', '02100709')], '02100709')
([('00289365', '_also_see', '00681094'), ('00681094', '¬_also_see', '02273326'), ('02273326', 'NO_OP', '02273326')], '02273326')
([('00839619', '¬_also_see', '00834198'), ('00834198', '¬_also_see', '02495922'), ('02495922', '¬_also_see', '01195536')], '00834198')
([('00570590', '¬_also_see', '00190115'), ('00190115', '_also_see', '02102484'), ('02102484', '¬_also_see', '02103481')], '02102484')
([('01878466', '¬_also_see', '00631391'), ('00631391', '_also_see', '01878466'), ('01878466', '¬_also_see', '02034828')], '02034828')
([('01672607', 'NO_OP', '01672607'), ('01672607', '¬_also_see', '00485711'), ('00485711', '_also_see', '01672607')], '00485711')
([('01640850', 'NO_OP', '01640850'), ('01640850', '¬_also_see', '00666058'), ('00666058', '¬_derivationally_related_form', '05050379')], '00666058')
([('01837744', '¬_also_see', '00779374'), ('00779374', 'NO_OP', '00779374'), ('00779374', '_derivationally_related_form', '04702688')], '00779374')
([('00583990', '¬_also_see', '00344125'), ('00344125', 'NO_OP', '00344125'), ('00344125', '¬_also_see', '00583990')], '00344125')
([('01711071', 'NO_OP', '01711071'), ('01711071', 'NO_OP', '01711071'), ('01711071', '¬_also_see', '01160031')], '01160031')
([('00064479', '¬_also_see', '01660994'), ('01660994', 'NO_OP', '01660994'), ('01660994', '_also_see', '00064479')], '01660994')
([('02517265', 'NO_OP', '02517265'), ('02517265', '¬_also_see', '01705655'), ('01705655', '_also_see', '00941485')], '01705655')
([('02166346', '¬_also_see', '02245403'), ('02245403', '_also_see', '02166346'), ('02166346', '¬_also_see', '02244619')], '02244619')
([('01160031', '¬_also_see', '01711071'), ('01711071', 'NO_OP', '01711071'), ('01711071', '¬_derivationally_related_form', '07494363')], '01711071')
([('00063277', 'NO_OP', '00063277'), ('00063277', '¬_derivationally_related_form', '05648459'), ('05648459', '_derivationally_related_form', '01140514')], '01140514')
([('01886407', 'NO_OP', '01886407'), ('01886407', '¬_also_see', '02360448'), ('02360448', '_also_see', '01886407')], '02360448')
([('00224166', '¬_also_see', '00227003'), ('00227003', '¬_also_see', '00224166'), ('00224166', 'NO_OP', '00224166')], '00227003')
([('02079029', '¬_also_see', '00647542'), ('00647542', '¬_also_see', '02079029'), ('02079029', '_derivationally_related_form', '06777164')], '00647542')
([('00174379', '¬_also_see', '01918984'), ('01918984', '¬_also_see', '00174379'), ('00174379', '¬_also_see', '01748318')], '01918984')
([('02036578', '¬_also_see', '01369663'), ('01369663', '_also_see', '01226240'), ('01226240', '¬_also_see', '02584981')], '01369663')
([('01533120', '¬_also_see', '01509527'), ('01509527', '¬_also_see', '01872745'), ('01872745', '_also_see', '01509527')], '01509527')
([('00583990', '¬_also_see', '00959731'), ('00959731', '_derivationally_related_form', '04878861'), ('04878861', '¬_hypernym', '04879340')], '00959731')
([('01781478', '¬_derivationally_related_form', '04826771'), ('04826771', '¬_derivationally_related_form', '01781478'), ('01781478', '¬_also_see', '01783158')], '01783158')
([('01507134', '¬_also_see', '00506299'), ('00506299', '¬_also_see', '02374914'), ('02374914', '¬_also_see', '00506299')], '00506299')
([('02043898', 'NO_OP', '02043898'), ('02043898', '¬_also_see', '00986027'), ('00986027', '¬_also_see', '02043898')], '00986027')
([('01116380', 'NO_OP', '01116380'), ('01116380', '¬_also_see', '02461723'), ('02461723', 'NO_OP', '02461723')], '02461723')
([('01887076', '¬_also_see', '01763813'), ('01763813', '_also_see', '01887076'), ('01887076', '¬_derivationally_related_form', '01128193')], '01763813')
([('02541302', '¬_also_see', '01172889'), ('01172889', 'NO_OP', '01172889'), ('01172889', '_derivationally_related_form', '14052046')], '01172889')
([('02124106', '_hypernym', '02124332'), ('02124332', '_hypernym', '02123672'), ('02123672', '_also_see', '02126022')], '02126022')
([('00902652', '¬_also_see', '01279978'), ('01279978', '_also_see', '01497736'), ('01497736', '¬_also_see', '01279978')], '01279978')
([('02105375', '¬_also_see', '02363358'), ('02363358', '_derivationally_related_form', '14526764'), ('14526764', '_hypernym', '13920835')], '02363358')
([('01849288', '¬_also_see', '02393401'), ('02393401', 'NO_OP', '02393401'), ('02393401', '¬_also_see', '01849288')], '02393401')
([('01904845', 'NO_OP', '01904845'), ('01904845', 'NO_OP', '01904845'), ('01904845', '¬_also_see', '00360650')], '00360650')
([('01483324', '¬_derivationally_related_form', '05008227'), ('05008227', '_derivationally_related_form', '01476685'), ('01476685', '¬_derivationally_related_form', '05008227')], '01476685')
([('02360448', '¬_also_see', '01886407'), ('01886407', '_also_see', '02523275'), ('02523275', '_derivationally_related_form', '05042871')], '02523275')
([('01817500', '¬_also_see', '02354537'), ('02354537', '_also_see', '01817500'), ('01817500', '¬_derivationally_related_form', '05166805')], '02354537')
([('02363358', '¬_also_see', '02105375'), ('02105375', '_also_see', '02102796'), ('02102796', '¬_also_see', '00191603')], '02105375')
([('01705655', '¬_also_see', '02517265'), ('02517265', '¬_also_see', '01748318'), ('01748318', 'NO_OP', '01748318')], '02517265')
([('01908039', 'NO_OP', '01908039'), ('01908039', '¬_derivationally_related_form', '14487184'), ('14487184', '_derivationally_related_form', '00427786')], '00427786')
([('01918984', '¬_also_see', '01454636'), ('01454636', 'NO_OP', '01454636'), ('01454636', '¬_derivationally_related_form', '04495843')], '01454636')
([('01227137', 'NO_OP', '01227137'), ('01227137', '_derivationally_related_form', '04873550'), ('04873550', '_derivationally_related_form', '01222884')], '01222884')
([('01148283', '¬_also_see', '00362467'), ('00362467', '¬_derivationally_related_form', '04630689'), ('04630689', '_hypernym', '00024264')], '00362467')
([('00063277', '_derivationally_related_form', '05648459'), ('05648459', 'NO_OP', '05648459'), ('05648459', '¬_derivationally_related_form', '01140514')], '01140514')
([('02036578', '¬_also_see', '01129977'), ('01129977', '¬_also_see', '01548193'), ('01548193', '_also_see', '02036578')], '01548193')
([('02517265', '¬_also_see', '01748318'), ('01748318', '¬_also_see', '00174379'), ('00174379', 'NO_OP', '00174379')], '01748318')
([('00190115', 'NO_OP', '00190115'), ('00190115', '¬_also_see', '00186616'), ('00186616', '¬_also_see', '00091311')], '00186616')
([('01246579', 'NO_OP', '01246579'), ('01246579', '¬_also_see', '01740892'), ('01740892', '_also_see', '02512922')], '01740892')
([('02569130', '¬_also_see', '01898129'), ('01898129', '_also_see', '01894758'), ('01894758', '_derivationally_related_form', '00406963')], '01898129')
([('00063277', '_derivationally_related_form', '05648459'), ('05648459', '¬_derivationally_related_form', '01140514'), ('01140514', '¬_derivationally_related_form', '05648459')], '01140514')
([('01824244', '¬_also_see', '01001689'), ('01001689', '_also_see', '01824244'), ('01824244', '_derivationally_related_form', '05034225')], '01001689')
([('01074650', '¬_also_see', '01246579'), ('01246579', '¬_also_see', '01074650'), ('01074650', 'NO_OP', '01074650')], '01246579')
([('02451951', '¬_also_see', '01613463'), ('01613463', '_derivationally_related_form', '02543181'), ('02543181', 'NO_OP', '02543181')], '01613463')
([('02079029', '_derivationally_related_form', '06777164'), ('06777164', '¬_derivationally_related_form', '02079029'), ('02079029', '¬_also_see', '00647542')], '00647542')
([('02523275', '¬_also_see', '01886407'), ('01886407', '_also_see', '02094755'), ('02094755', 'NO_OP', '02094755')], '01886407')
